,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
140,04-03-2023,active,EW,Active,Full-Time,Zone C,Full-Time,Production       ,General - Sga,Technician,Male,2747,Asian,Widowed,Fully Meets,4,3567,2,3,2,Customer Service,Internal,Completed
141,11-07-2023,29-Jul-23,EW,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Foreman,Male,2478,Asian,Divorced,Fully Meets,2,3568,2,4,1,Project Management,Internal,Incomplete
142,09-02-2019,28-Aug-20,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2,3569,1,3,5,Technical Skills,External,Incomplete
143,19-04-2019,26-Oct-21,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,Engineer,Female,2445,Asian,Married,Fully Meets,1,3570,2,5,3,Project Management,External,Failed
144,07-07-2022,17-Jul-23,NEL,Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Engineer,Female,1886,White,Widowed,Fully Meets,4,3571,4,1,5,Project Management,External,Completed
145,12-03-2019,19-May-20,WBL,Active,Contract,Zone A,Part-Time,Production       ,Fielders,Engineer,Male,2747,White,Single,Fully Meets,5,3572,5,5,5,Leadership Development,Internal,Failed
146,09-03-2020,17-Oct-21,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Driller,Female,2346,Asian,Divorced,Exceeds,4,3573,4,1,1,Customer Service,Internal,Completed
147,18-05-2021,04-Jan-22,WBL,Active,Contract,Zone B,Full-Time,Production       ,Underground,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1,3574,3,3,3,Customer Service,Internal,Completed
148,28-04-2021,18-Jan-22,MSC,Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Groundman,Male,2445,Hispanic,Single,Exceeds,5,3575,5,1,5,Technical Skills,Internal,Incomplete
149,21-07-2021,26-Apr-23,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,Project Manager,Female,2133,Asian,Single,Exceeds,4,3576,2,3,3,Project Management,External,Completed
150,15-09-2019,active,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Tower Hand,Male,2129,White,Widowed,Fully Meets,4,3577,5,4,5,Communication Skills,Internal,Passed
151,04-05-2019,active,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Technician,Male,1760,Hispanic,Married,Exceeds,2,3578,1,4,2,Project Management,External,Completed
152,20-05-2021,active,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4,3579,5,3,3,Communication Skills,External,Failed
153,16-12-2019,active,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Foreman,Male,41016,Other,Married,Fully Meets,4,3580,2,4,3,Communication Skills,Internal,Failed
154,20-11-2020,01-May-23,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,Foreman,Male,18389,Other,Divorced,Fully Meets,2,3581,3,4,4,Communication Skills,External,Completed
155,19-08-2020,04-May-22,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),Laborer,Male,90676,Asian,Widowed,Fully Meets,4,3582,2,2,5,Communication Skills,Internal,Completed
156,28-04-2021,18-Apr-22,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,Construction Manager,Female,16011,White,Married,Needs Improvement,4,3583,4,1,4,Communication Skills,Internal,Incomplete
157,14-08-2020,active,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Lineman,Female,2051,Other,Married,Fully Meets,4,3584,2,2,5,Technical Skills,External,Passed
158,22-12-2021,active,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),Laborer,Female,3074,Black,Divorced,Fully Meets,4,3585,1,2,3,Communication Skills,Internal,Completed
159,01-02-2019,10-Feb-19,EW,Active,Part-Time,Zone B,Full-Time,Production       ,People Services,Manager,Female,24711,Hispanic,Single,Fully Meets,2,3586,4,2,4,Communication Skills,External,Completed
160,10-05-2021,17-Dec-21,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Administrative,Male,74564,Other,Divorced,Fully Meets,2,3587,1,2,2,Leadership Development,External,Completed
161,25-06-2019,15-Aug-19,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Shop (Fleet),Mechanic,Male,14504,Black,Widowed,Fully Meets,2,3588,4,2,1,Communication Skills,External,Passed
162,25-04-2019,active,PL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Laborer,Male,2683,White,Single,Fully Meets,1,3589,2,3,2,Communication Skills,Internal,Incomplete
163,25-02-2021,13-Oct-22,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Male,66167,Asian,Widowed,Fully Meets,4,3590,2,5,4,Leadership Development,External,Completed
164,23-11-2021,29-May-23,SVG,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Supervisor,Female,21634,White,Married,Needs Improvement,5,3591,2,1,4,Customer Service,Internal,Failed
165,05-10-2021,18-Jun-22,TNS,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Technician,Male,9454,Other,Single,Fully Meets,3,3592,4,1,2,Leadership Development,External,Incomplete
166,30-05-2020,active,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,Foreman,Male,48453,Asian,Married,Fully Meets,1,3593,4,4,3,Project Management,Internal,Incomplete
167,11-12-2018,active,PYZ,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Male,72888,Black,Married,Needs Improvement,1,3594,1,5,1,Leadership Development,Internal,Passed
168,22-09-2020,14-Sep-22,WBL,Active,Contract,Zone A,Temporary,Production       ,Engineers,Technician,Male,56703,Other,Divorced,Fully Meets,1,3595,2,3,1,Technical Skills,External,Passed
169,28-07-2019,active,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,Technician,Male,33998,Other,Single,Needs Improvement,2,3596,4,3,4,Technical Skills,Internal,Incomplete
170,06-06-2020,14-Apr-21,PYZ,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Foreman,Female,17650,Black,Single,Fully Meets,1,3597,5,4,4,Technical Skills,External,Incomplete
171,28-09-2018,05-Aug-23,SVG,Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,Supervisor,Female,72750,Other,Married,Needs Improvement,1,3598,2,5,4,Technical Skills,Internal,Passed
172,12-04-2020,active,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Technician,Female,14044,White,Divorced,Fully Meets,2,3599,4,4,2,Leadership Development,Internal,Completed
173,01-11-2022,active,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Technician,Female,34810,White,Single,Fully Meets,2,3600,2,1,4,Leadership Development,Internal,Passed
174,21-11-2022,active,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,Billing,Female,75187,White,Married,Fully Meets,5,3601,1,1,2,Project Management,External,Completed
175,11-04-2021,24-May-23,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Female,30766,Hispanic,Married,Fully Meets,5,3602,3,3,3,Technical Skills,External,Incomplete
176,29-11-2018,21-Feb-19,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Technician,Female,58348,White,Married,Fully Meets,2,3603,5,1,3,Technical Skills,External,Incomplete
177,16-01-2019,31-Aug-22,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4,3604,3,5,4,Project Management,External,Failed
178,18-09-2019,active,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,Technician,Male,2315,Other,Divorced,Fully Meets,4,3605,5,1,3,Communication Skills,External,Passed
179,01-08-2019,20-Jan-23,SVG,Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,Engineer,Male,95618,Other,Divorced,Fully Meets,3,3606,3,5,1,Project Management,Internal,Passed
180,18-06-2019,14-Apr-21,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Coordinator,Male,15195,Other,Married,Fully Meets,5,3607,2,4,1,Customer Service,External,Passed
181,13-02-2019,active,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Technician,Male,74447,Other,Married,Fully Meets,3,3608,1,3,1,Project Management,External,Completed
182,02-06-2021,active,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),Welder,Female,21318,Other,Widowed,Fully Meets,3,3609,2,2,4,Customer Service,Internal,Passed
183,11-10-2018,active,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,51430,Other,Single,Fully Meets,3,3610,4,5,5,Customer Service,Internal,Incomplete
184,09-03-2021,active,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Technician,Female,85651,Hispanic,Married,Fully Meets,2,3611,2,3,4,Customer Service,Internal,Completed
185,23-01-2022,active,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Male,68900,Black,Single,PIP,4,3612,5,3,3,Leadership Development,External,Failed
186,24-02-2019,active,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Laborer,Male,9241,Asian,Married,Exceeds,1,3613,1,5,2,Customer Service,Internal,Incomplete
187,08-01-2020,02-Jul-21,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,Field Project Manager,Male,23691,White,Married,Fully Meets,2,3614,4,5,1,Leadership Development,External,Passed
188,13-05-2021,22-Sep-22,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Manager,Male,74388,Asian,Divorced,Exceeds,2,3615,3,1,4,Communication Skills,Internal,Passed
189,12-02-2022,active,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,Laborer,Female,14234,Hispanic,Married,Fully Meets,4,3616,1,1,1,Customer Service,Internal,Incomplete
190,01-02-2023,active,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,Splicer,Female,37635,Hispanic,Married,Fully Meets,1,3617,2,3,3,Customer Service,Internal,Completed
191,04-02-2023,active,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,Splicer,Male,13186,Black,Married,Fully Meets,3,3618,3,4,5,Leadership Development,External,Passed
192,23-03-2023,01-May-23,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Male,76278,Asian,Married,Fully Meets,3,3619,1,5,2,Project Management,Internal,Passed
193,22-03-2023,14-Jul-23,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,Specialist,Male,77580,Hispanic,Married,Fully Meets,2,3620,1,2,2,Technical Skills,Internal,Completed
194,28-11-2018,active,WBL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,Laborer,Male,15586,White,Married,Fully Meets,2,3621,2,3,2,Leadership Development,External,Passed
195,09-07-2020,10-Jul-21,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3,3622,3,1,5,Project Management,External,Completed
196,11-02-2019,active,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Female,47289,Asian,Divorced,Fully Meets,3,3623,2,2,5,Project Management,External,Completed
197,09-01-2020,active,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Technology / It,Engineer,Female,85711,Asian,Married,Fully Meets,4,3624,2,2,2,Communication Skills,External,Passed
198,11-11-2021,31-Jul-22,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,Engineer,Female,54392,Asian,Single,Fully Meets,5,3625,5,2,4,Technical Skills,External,Incomplete
199,15-05-2021,active,PYZ,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Foreman,Female,61825,Asian,Single,Fully Meets,2,3626,2,5,1,Communication Skills,Internal,Failed
200,21-08-2019,28-Oct-22,WBL,Terminated,Contract,Zone C,Full-Time,Production       ,Field Operations,Supervisor,Female,52646,Black,Married,Fully Meets,3,3627,1,1,4,Leadership Development,Internal,Incomplete
201,18-09-2020,active,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,Technician,Female,56126,Hispanic,Married,Fully Meets,3,3628,4,3,1,Leadership Development,Internal,Incomplete
202,27-08-2022,03-Dec-22,NEL,Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Male,70056,Black,Divorced,Fully Meets,5,3629,2,4,4,Technical Skills,Internal,Incomplete
203,23-02-2019,active,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Male,81819,Other,Widowed,Fully Meets,5,3630,5,3,2,Technical Skills,Internal,Failed
204,08-08-2022,25-Oct-22,EW,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Apprentice,Male,12978,Other,Divorced,Fully Meets,3,3631,4,1,5,Customer Service,Internal,Completed
205,24-09-2022,24-Oct-22,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Foreman,Male,37983,Asian,Married,Fully Meets,3,3632,3,4,5,Technical Skills,Internal,Completed
206,21-03-2022,active,BPC,Active,Contract,Zone B,Temporary,Production       ,Aerial,Laborer,Female,56687,Hispanic,Single,Fully Meets,5,3633,4,4,4,Communication Skills,Internal,Incomplete
207,23-06-2023,26-Jul-23,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,Supervisor,Female,40148,Other,Married,Fully Meets,5,3634,2,5,2,Technical Skills,External,Incomplete
208,26-10-2020,active,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Runner,Female,71593,Hispanic,Single,Fully Meets,4,3635,1,5,4,Technical Skills,External,Failed
209,29-01-2020,active,NEL,Active,Contract,Zone B,Temporary,Production       ,Catv,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3,3636,3,5,3,Communication Skills,External,Passed
210,23-04-2022,active,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Engineer,Male,59441,Asian,Divorced,Fully Meets,3,3637,2,1,3,Project Management,External,Completed
211,15-06-2023,active,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Inspector,Male,55470,Hispanic,Single,Fully Meets,3,3638,4,5,1,Customer Service,Internal,Completed
212,19-09-2019,14-Apr-20,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3,3639,3,2,3,Communication Skills,External,Completed
213,07-01-2023,active,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Foreman,Female,48077,Asian,Divorced,Fully Meets,3,3640,2,1,2,Communication Skills,External,Passed
214,07-02-2020,01-May-21,EW,Active,Contract,Zone B,Full-Time,Production       ,General - Con,Operator,Male,56039,Other,Widowed,Fully Meets,3,3641,2,5,4,Leadership Development,Internal,Passed
215,29-04-2020,12-Nov-21,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Male,7474,Black,Single,Fully Meets,3,3642,4,1,2,Communication Skills,Internal,Completed
216,16-04-2020,active,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Laborer,Male,9287,Asian,Single,Fully Meets,3,3643,1,5,3,Leadership Development,Internal,Completed
217,16-06-2022,active,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Male,42213,Black,Married,Fully Meets,3,3644,4,4,4,Technical Skills,Internal,Incomplete
218,22-07-2019,active,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Male,34428,Asian,Single,Fully Meets,3,3645,1,3,3,Leadership Development,External,Incomplete
219,22-04-2023,active,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3,3646,5,4,4,Communication Skills,External,Failed
220,28-12-2020,30-Jan-21,EW,Terminated,Part-Time,Zone A,Part-Time,Production       ,Engineers,Engineer,Female,20847,Black,Single,Fully Meets,3,3647,2,4,4,Technical Skills,Internal,Completed
221,23-02-2022,active,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,Lineman,Female,76615,Other,Divorced,Exceeds,4,3648,3,3,5,Leadership Development,Internal,Completed
222,13-08-2022,active,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Female,26602,White,Married,Exceeds,4,3649,1,2,2,Leadership Development,External,Completed
223,03-10-2019,28-Feb-22,PYZ,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Female,72818,White,Divorced,Fully Meets,3,3650,3,2,4,Communication Skills,External,Passed
224,14-10-2019,active,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Lineman,Female,90347,White,Single,Fully Meets,3,3651,1,4,1,Leadership Development,Internal,Failed
225,30-08-2019,27-Aug-22,NEL,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Supervisor,Male,96845,Other,Married,Fully Meets,3,3652,1,5,2,Communication Skills,External,Incomplete
226,04-02-2021,30-Jul-23,PL,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,Foreman,Male,67277,Asian,Widowed,Exceeds,3,3653,4,4,3,Customer Service,External,Failed
227,23-11-2022,active,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,Lineman,Male,17975,Asian,Divorced,Exceeds,4,3654,2,4,1,Project Management,Internal,Incomplete
228,25-02-2023,active,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Male,97142,Asian,Married,Fully Meets,3,3655,1,5,1,Technical Skills,External,Passed
229,15-12-2019,active,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Underground,Laborer,Male,72523,Hispanic,Divorced,Exceeds,5,3656,5,3,2,Project Management,Internal,Failed
230,29-08-2021,active,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Flagger,Female,44406,Black,Single,Fully Meets,4,3657,4,2,4,Project Management,External,Incomplete
231,04-11-2022,07-Jul-23,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,Technician,Female,95682,Black,Divorced,Fully Meets,3,3658,5,4,2,Leadership Development,External,Incomplete
232,02-10-2019,13-Oct-19,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Engineer,Male,86746,Other,Divorced,Exceeds,1,3659,3,1,5,Leadership Development,External,Passed
233,24-05-2019,active,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Supervisor,Male,73540,Hispanic,Single,Exceeds,3,3660,3,2,4,Leadership Development,Internal,Passed
234,28-02-2022,05-Sep-22,MSC,Active,Contract,Zone C,Temporary,Production       ,Executive,Vp,Male,21624,Asian,Married,Fully Meets,3,3661,3,2,5,Customer Service,External,Passed
235,13-06-2023,active,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,Laborer,Male,90473,Other,Married,Exceeds,2,3662,3,5,3,Customer Service,Internal,Passed
236,07-10-2019,22-Jan-22,PL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Foreman,Female,13534,Black,Single,Exceeds,3,3663,2,3,4,Technical Skills,Internal,Passed
237,06-10-2020,12-Jan-22,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Locator,Female,2667,Other,Widowed,Fully Meets,3,3664,5,3,2,Communication Skills,Internal,Incomplete
238,22-11-2019,active,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Field Technician,Male,54319,Asian,Married,Fully Meets,3,3665,5,2,1,Project Management,Internal,Passed
239,29-04-2022,21-Jan-23,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Male,16052,Hispanic,Single,Fully Meets,3,3666,5,2,1,Project Management,Internal,Completed
240,11-12-2022,28-Apr-23,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,Technician,Male,18998,Black,Single,Fully Meets,3,3667,1,1,2,Leadership Development,Internal,Completed
